"carat","cut","color","clarity","depth","table","price","x","y","z"
1.29,"Very Good","G","SI2",63.2,54,4045,6.96,6.94,4.39
1.01,"Premium","D","SI2",61.8,60,4672,6.41,6.37,3.95
0.68,"Premium","G","VS2",61.6,59,2081,5.65,5.64,3.48
0.3,"Ideal","H","VS1",62.7,55,526,4.25,4.3,2.68
0.51,"Very Good","E","VVS2",62.8,57,2146,5.06,5.1,3.19
0.42,"Ideal","E","VVS2",61.3,56,1273,4.85,4.81,2.96
1.08,"Premium","G","SI2",62.2,56,4627,6.62,6.54,4.09
0.41,"Ideal","G","VS2",61.4,59,1042,4.78,4.76,2.93
1.03,"Good","H","SI1",59.3,56,4705,6.57,6.66,3.92
1.01,"Premium","E","VS2",62.4,60,6488,6.39,6.43,4
1.25,"Ideal","H","SI2",61.6,55,6030,6.89,6.94,4.26
0.41,"Premium","G","VS2",61.9,59,827,4.73,4.77,2.94
0.51,"Premium","G","VS1",62.2,58,1662,5.11,5.09,3.17
1,"Very Good","E","I1",62.3,58,3080,6.33,6.38,3.96
1,"Premium","G","VVS2",62.5,60,6702,6.43,6.34,3.99
0.9,"Very Good","H","SI1",63,55,3388,6.12,6.16,3.87
1,"Premium","H","VS2",59.4,61,5572,6.51,6.46,3.85
1.2,"Ideal","H","SI2",61,57,5610,6.84,6.9,4.19
0.34,"Ideal","G","VS2",62,55,596,4.46,4.48,2.77
0.4,"Ideal","D","VVS2",61.4,56,1078,4.75,4.8,2.93
1.07,"Premium","G","SI2",62.9,59,4401,6.58,6.51,4.12
0.25,"Very Good","F","VVS2",61.8,58,575,4.05,4.07,2.51
0.31,"Premium","J","SI1",60.9,60,363,4.36,4.38,2.66
0.9,"Fair","G","SI2",65.3,59,2834,6.07,6,3.94
0.38,"Ideal","E","VVS1",62.4,56,1327,4.67,4.64,2.9
0.3,"Premium","E","SI1",61.3,60,675,4.28,4.24,2.61
0.41,"Premium","G","SI2",61.4,58,611,4.75,4.8,2.93
1.08,"Very Good","I","SI1",60.5,60,4276,6.61,6.67,4.02
1.71,"Very Good","F","VS2",63.5,59,13818,7.51,7.46,4.75
1.01,"Premium","I","SI2",59.6,62,3767,6.56,6.5,3.89
0.95,"Premium","F","SI1",62.9,59,4682,6.24,6.13,3.89
0.41,"Ideal","I","IF",61.1,57,953,4.78,4.81,2.93
0.38,"Premium","F","VVS1",61.6,58,1257,4.66,4.63,2.86
1.51,"Very Good","E","VVS2",60.2,61,17689,7.34,7.4,4.44
1.53,"Premium","G","VS2",61.8,59,12602,7.31,7.45,4.56
0.7,"Ideal","E","SI1",62.3,56,2575,5.68,5.72,3.55
1.11,"Premium","H","SI1",62.8,61,5315,6.63,6.56,4.14
1.06,"Ideal","G","VS2",61.8,57,6128,6.52,6.56,4.04
0.56,"Ideal","D","VS2",61.9,57,1963,5.26,5.3,3.27
1.17,"Premium","F","SI2",59.9,59,4092,6.82,6.86,4.1
0.9,"Premium","F","VS2",61.9,55,4536,6.25,6.23,3.86
0.3,"Very Good","F","VS2",62.9,57,605,4.27,4.29,2.69
0.52,"Ideal","I","SI1",61.8,55,1074,5.16,5.19,3.2
2,"Ideal","I","VS1",62.3,56,12907,8.08,8.03,5.02
0.55,"Ideal","F","SI1",61.7,56.4,1598,5.26,5.3,3.25
0.41,"Premium","E","VS1",61.8,58,1153,4.75,4.73,2.93
0.91,"Very Good","E","SI2",62.9,56,3763,6.14,6.17,3.87
1.07,"Ideal","G","VS2",61.7,55,7577,6.53,6.57,4.04
0.34,"Premium","F","VS2",59.2,60,880,4.6,4.56,2.71
2,"Ideal","F","SI2",62,57,17871,8.1,8.03,5
0.41,"Good","G","VS1",63.3,62,847,4.67,4.71,2.97
0.35,"Premium","F","SI1",60.2,58,748,4.6,4.54,2.75
1.63,"Very Good","I","SI1",61.9,60,9199,7.51,7.55,4.66
1.2,"Ideal","E","VVS1",61.6,57,13597,6.83,6.78,4.19
0.37,"Premium","E","SI1",61.8,58,649,4.59,4.64,2.85
0.34,"Good","I","SI1",63.7,54,574,4.48,4.43,2.84
0.31,"Ideal","E","IF",60.4,56,1239,4.43,4.38,2.66
0.34,"Premium","G","VS2",60.2,58,596,4.51,4.56,2.73
1.22,"Premium","E","I1",60.9,57,2862,6.93,6.88,4.21
0.33,"Very Good","G","VS2",59.3,61,579,4.49,4.51,2.67
0.52,"Ideal","F","VS1",62.2,55,1778,5.14,5.18,3.21
0.41,"Ideal","E","SI2",61.9,57,876,4.8,4.76,2.96
0.92,"Fair","I","VS2",64.4,58,3033,6.13,6.1,3.94
0.73,"Good","F","VVS2",59.5,61,3616,5.8,5.83,3.46
0.5,"Ideal","J","VS2",62.5,53,915,5.09,5.12,3.19
0.33,"Ideal","E","VS1",60.6,57,1002,4.54,4.5,2.74
0.54,"Good","E","SI1",59.9,63,1601,5.25,5.3,3.16
1.01,"Premium","G","VS1",60.7,58,6932,6.49,6.52,3.95
0.34,"Ideal","E","VS1",62.4,55,805,4.44,4.47,2.78
0.71,"Good","G","SI1",63.9,56,2215,5.62,5.59,3.58
0.44,"Ideal","D","VS2",60.4,56,1081,4.91,4.95,2.98
0.58,"Ideal","D","SI1",62,54,1597,5.36,5.39,3.33
0.55,"Ideal","G","VS1",61,56,1815,5.34,5.32,3.25
1.51,"Very Good","I","SI1",62.2,60,8637,7.23,7.3,4.52
1.03,"Very Good","G","SI1",62.6,56,5024,6.41,6.44,4.02
0.79,"Ideal","I","VVS2",61.7,56,4092,5.94,5.95,3.67
0.75,"Ideal","E","SI1",61.7,56,2964,5.84,5.86,3.61
0.52,"Ideal","F","VS2",61.3,57,1624,5.22,5.19,3.19
0.7,"Good","F","VS1",62.8,61,2810,5.57,5.61,3.51
1.01,"Ideal","F","VVS2",63,57,9463,6.36,6.4,4.02
0.43,"Ideal","D","SI1",62.5,55,774,4.8,4.83,3.01
0.7,"Premium","F","VVS1",62.4,56,3300,5.69,5.63,3.53
0.74,"Ideal","F","VVS2",61.7,57,4157,5.79,5.84,3.59
0.55,"Very Good","F","VS2",62.1,55.4,1777,5.25,5.27,3.26
0.33,"Ideal","G","SI1",61.3,56,631,4.51,4.46,2.75
0.76,"Very Good","G","VVS2",62.3,57,3549,5.79,5.84,3.62
0.41,"Ideal","E","VVS2",62,55,918,4.73,4.79,2.95
0.42,"Very Good","E","VVS2",62.1,56,1167,4.79,4.82,2.98
1.2,"Premium","H","VS2",61.4,59,6333,6.79,6.75,4.16
0.72,"Ideal","I","VS1",62.4,55,2868,5.72,5.75,3.58
0.7,"Ideal","D","SI1",60.7,56,2872,5.72,5.75,3.48
0.63,"Very Good","G","VS1",59.9,57,2241,5.57,5.62,3.35
0.63,"Good","I","VS2",56.1,65,1440,5.73,5.78,3.23
2.01,"Very Good","F","SI2",63.3,59,11925,7.98,7.89,5.02
1.06,"Premium","E","SI1",62,61,5485,6.55,6.51,4.05
0.63,"Ideal","D","VS1",61.6,55,2440,5.52,5.55,3.41
0.33,"Ideal","H","VS2",60.7,57,521,4.46,4.5,2.72
1.01,"Ideal","F","VVS2",61,57,8688,6.52,6.46,3.96
0.42,"Ideal","F","VVS1",62,55,1233,4.8,4.84,2.99
0.44,"Very Good","H","VVS1",63.1,56,1016,4.83,4.87,3.06
0.31,"Very Good","H","VS1",61.4,56,544,4.37,4.39,2.69
1.1,"Ideal","G","SI1",62.5,57,4484,6.61,6.58,4.12
0.52,"Very Good","E","VS1",62.3,59,1806,5.14,5.17,3.21
1.5,"Good","J","VS2",63.6,58,7177,7.2,7.23,4.59
2.07,"Ideal","I","SI1",61.2,57,14857,8.12,8.23,5
0.91,"Ideal","G","VS1",61.3,56,4029,6.28,6.21,3.83
1.25,"Ideal","F","VS1",62,55,9586,6.91,6.95,4.3
0.52,"Premium","D","VS2",61.2,58,1919,5.2,5.16,3.17
1.01,"Very Good","D","SI1",60.8,57,5386,6.58,6.54,3.99
2.15,"Premium","J","SI1",62.4,60,13746,8.24,8.18,5.12
0.53,"Ideal","E","VS2",60.8,56,1956,5.28,5.25,3.21
0.3,"Premium","D","VS1",60.7,58,661,4.34,4.36,2.64
0.71,"Ideal","I","IF",61.5,56,2925,5.74,5.77,3.54
0.7,"Very Good","E","VS2",63.4,59,2952,5.63,5.67,3.58
1.07,"Premium","H","SI1",60,60,5123,6.65,6.61,3.98
0.24,"Very Good","E","VS2",63.1,56,419,3.95,3.98,2.5
1.03,"Premium","G","SI1",58.4,58,5249,6.66,6.62,3.88
0.31,"Premium","G","SI2",62.3,57,523,4.37,4.33,2.71
0.51,"Ideal","F","VS2",60.6,56,1569,5.17,5.19,3.14
0.3,"Ideal","E","VVS2",61.1,55,837,4.34,4.37,2.66
1.05,"Ideal","G","VS2",61.7,57,7028,6.56,6.53,4.04
0.36,"Premium","F","SI1",62.3,59,600,4.5,4.56,2.82
1.75,"Premium","E","SI2",60.9,59,12238,7.78,7.75,4.73
0.62,"Ideal","G","IF",60.5,57,2868,5.52,5.56,3.35
0.32,"Very Good","G","SI2",62.4,59,421,4.35,4.4,2.73
0.61,"Ideal","F","SI1",61.4,56,1681,5.46,5.42,3.34
0.46,"Premium","E","VS1",61.9,58,1372,4.91,4.94,3.05
0.26,"Premium","G","VS1",61.3,60,382,4.07,4.12,2.51
1.06,"Good","J","VS2",63.5,60.1,4517,6.43,6.51,4.11
0.45,"Very Good","G","VS1",60,57.1,1154,4.99,5.03,3
0.33,"Ideal","E","VS2",62.3,57,928,4.43,4.4,2.75
1.01,"Premium","D","VS1",61.6,58,8823,6.44,6.42,3.96
1.1,"Premium","H","SI1",63,58,4916,6.6,6.55,4.14
1.21,"Premium","G","SI2",58.9,61,4976,6.98,6.91,4.09
1,"Premium","E","VS2",62.9,58,6400,6.36,6.29,3.98
0.36,"Ideal","G","VVS2",61.8,54,794,4.59,4.61,2.84
0.55,"Very Good","D","SI1",61.2,58,1692,5.24,5.29,3.22
0.31,"Ideal","D","VS2",61.2,55,734,4.36,4.46,2.7
0.33,"Ideal","F","VS2",62.1,54,666,4.43,4.46,2.76
0.3,"Premium","G","VVS2",62.6,58,684,4.27,4.29,2.68
1.24,"Ideal","F","VS2",62,57,9478,6.83,6.89,4.25
0.34,"Ideal","H","IF",60.8,56,988,4.56,4.55,2.77
0.34,"Premium","D","VS2",59.3,59,687,4.55,4.59,2.71
2.07,"Ideal","J","VVS2",62.7,54,16617,8.12,8.17,5.11
0.73,"Ideal","D","VS1",61.1,57,3509,5.85,5.81,3.56
0.33,"Ideal","D","VVS2",61.1,56,955,4.44,4.46,2.72
0.92,"Premium","D","SI1",62.3,58,4274,6.27,6.21,3.89
2.11,"Premium","J","SI2",61,58,12554,8.29,8.2,5.03
0.56,"Ideal","G","SI1",62,57,1631,5.25,5.27,3.26
1.51,"Very Good","J","I1",63.3,57,4600,7.31,7.23,4.6
0.32,"Ideal","F","VS2",61.2,56,828,4.44,4.41,2.71
1.01,"Very Good","H","VVS2",59.6,63,5684,6.55,6.47,3.88
1.01,"Premium","G","SI1",63,59,4338,6.32,6.27,3.96
0.9,"Ideal","G","SI2",60.7,57,4314,6.19,6.33,3.8
0.56,"Ideal","F","VS2",60.8,57,1619,5.35,5.42,3.28
0.58,"Premium","E","SI1",60.7,61,1641,5.47,5.27,3.28
1.02,"Premium","F","SI1",62.3,58,5301,6.38,6.46,4
1.27,"Ideal","I","VS1",62.8,57,6396,6.86,6.89,4.32
1.01,"Very Good","F","VS2",61.6,57,6773,6.39,6.46,3.96
1.01,"Premium","G","SI1",61.3,59,5006,6.48,6.44,3.96
0.4,"Premium","J","SI1",61.4,58,675,4.79,4.76,2.93
0.5,"Good","G","SI2",63.8,57,1009,4.98,5.02,3.19
0.52,"Ideal","D","SI1",62.7,56,1600,5.14,5.17,3.23
1.09,"Ideal","I","SI2",60.3,57,4315,6.64,6.7,4.02
1,"Premium","D","SI2",58.3,61,4626,6.59,6.54,3.83
0.91,"Premium","E","VS1",62.7,59,4969,6.19,6.15,3.87
2.05,"Ideal","F","SI2",62.2,57,12743,8.19,8.12,5.07
0.58,"Ideal","E","VS2",60.6,56,1809,5.43,5.47,3.3
0.64,"Good","H","VS1",61.8,60.3,1786,5.47,5.53,3.4
0.33,"Premium","D","SI1",60.3,58,780,4.49,4.47,2.7
0.52,"Ideal","G","VS1",62.7,56,1815,5.16,5.14,3.23
0.63,"Ideal","F","VS1",62.3,56,2644,5.46,5.49,3.41
1.01,"Premium","F","VS2",59.2,60,6416,6.51,6.54,3.86
0.41,"Ideal","F","VS1",61.3,55,1007,4.79,4.83,2.95
0.7,"Premium","F","SI2",59.8,56,2184,5.78,5.73,3.44
0.53,"Ideal","E","VS2",61.3,55,1813,5.24,5.2,3.2
0.96,"Ideal","F","VS1",61.2,56,5767,6.34,6.38,3.89
0.32,"Ideal","G","VS1",61.4,54,614,4.45,4.48,2.74
0.63,"Ideal","E","VS2",60.8,57,2513,5.53,5.55,3.37
0.71,"Ideal","D","VS2",61.2,57,4029,5.72,5.76,3.51
0.91,"Good","G","SI2",63.6,56,3610,6.14,6.09,3.89
1.21,"Premium","E","SI2",58.8,58,6065,7.07,6.91,4.11
1.56,"Premium","H","VS2",62.5,59,10702,7.3,7.33,4.57
1.21,"Fair","I","I1",65,58,2396,6.65,6.59,4.3
0.9,"Ideal","D","SI1",62.6,55,4819,6.1,6.16,3.84
0.71,"Very Good","I","SI1",60.4,63,2028,5.8,5.73,3.48
0.57,"Ideal","F","VS2",61.6,55,1737,5.35,5.37,3.3
2.31,"Fair","G","I1",67.4,56,7257,8.05,7.99,5.41
0.7,"Ideal","G","VVS2",62.1,53,2895,5.71,5.75,3.56
1.34,"Premium","G","VS2",61,60,7780,7.13,7.07,4.33
1.2,"Premium","J","VS2",58,59,4435,6.98,6.92,4.03
0.31,"Ideal","G","VVS1",61.6,57,789,4.34,4.36,2.68
0.29,"Premium","G","VS1",62.1,59,547,4.25,4.22,2.63
0.51,"Ideal","E","SI1",62.9,57,1624,5.1,5.09,3.2
2.26,"Premium","H","SI2",61.3,60,15428,8.5,8.43,5.19
2.3,"Ideal","I","SI1",62.2,60,17193,8.43,8.39,5.23
0.42,"Ideal","D","VVS1",61.6,56,1621,4.82,4.79,2.96
0.31,"Ideal","H","VS2",62.2,53,489,4.38,4.43,2.74
0.9,"Fair","D","SI1",64,63,4796,6.12,6.04,3.89
0.7,"Very Good","D","VS2",61.2,60,3131,5.73,5.77,3.52
1.14,"Premium","I","VS2",62.8,60,5008,6.68,6.59,4.17
1.5,"Premium","G","SI1",60.2,61,10219,7.28,7.2,4.36
1.46,"Good","E","VS2",63.9,57,11851,7.06,7.12,4.53
0.4,"Premium","D","SI2",62.2,58,666,4.71,4.75,2.94
1.1,"Very Good","F","SI1",60.5,60,5667,6.65,6.67,4.03
1.12,"Very Good","E","SI1",58.8,61,5447,6.74,6.8,3.98
0.25,"Very Good","D","VVS2",59.5,56,696,4.14,4.19,2.48
0.61,"Very Good","E","SI1",63.9,54,2179,5.38,5.42,3.45
0.43,"Ideal","G","VVS2",61.4,55,1056,4.83,4.88,2.98
0.32,"Very Good","F","VVS1",61.5,57,886,4.38,4.41,2.7
0.33,"Premium","G","VVS2",62,59,965,4.46,4.41,2.75
0.41,"Ideal","F","SI2",61.6,54,612,4.78,4.8,2.95
0.4,"Ideal","E","VVS2",62.4,59,1166,4.7,4.73,2.94
0.31,"Ideal","H","VVS2",62.2,57,802,4.36,4.32,2.7
1.01,"Very Good","E","VS2",60.4,58,6666,6.47,6.51,3.92
0.62,"Premium","E","VVS2",60.7,60,2727,5.51,5.43,3.32
0.63,"Ideal","E","VVS1",62.4,56,3161,5.48,5.52,3.43
0.3,"Ideal","F","VVS2",61.6,55,751,4.3,4.33,2.66
0.9,"Ideal","E","SI2",61.8,56,4770,6.18,6.22,3.83
1.07,"Premium","E","SI2",60.5,59,4284,6.59,6.67,4.01
1,"Premium","F","SI2",62.4,61,4155,6.34,6.32,3.95
0.33,"Ideal","F","VVS1",61.9,55,880,4.44,4.48,2.76
1.01,"Ideal","E","SI1",62.4,56,5599,6.43,6.39,4
0.36,"Good","E","VVS1",58.2,56,923,4.68,4.74,2.74
0.31,"Ideal","D","IF",61.1,56,1251,4.39,4.42,2.69
0.77,"Good","D","SI2",64.9,53,2523,5.84,5.75,3.76
0.51,"Ideal","G","VVS2",62.1,55.5,1794,5.08,5.13,3.18
1.08,"Premium","F","SI2",60.2,59,4488,6.65,6.6,3.99
0.31,"Ideal","F","VS2",61.9,55,757,4.35,4.37,2.7
1.24,"Ideal","H","VS2",60.8,56,8257,6.92,6.96,4.22
0.9,"Premium","F","VS2",62.7,54,4229,6.13,6.11,3.84
0.71,"Premium","F","SI2",60.2,60,2137,5.8,5.77,3.48
0.77,"Ideal","D","SI1",62.3,56,3158,5.84,5.87,3.65
0.4,"Very Good","D","SI2",61.6,59,666,4.68,4.74,2.9
0.55,"Ideal","E","VS2",60.3,57,1596,5.28,5.3,3.19
1.05,"Very Good","G","VS2",60.1,55,6028,6.65,6.73,4.02
1.01,"Premium","E","SI1",58.2,59,5366,6.59,6.54,3.82
1,"Very Good","H","VS2",64.7,56,5883,6.23,6.29,4.05
1.2,"Premium","G","SI2",61.8,60,4524,6.85,6.78,4.21
0.63,"Ideal","H","SI2",61.7,55,1196,5.51,5.56,3.41
0.82,"Very Good","G","VS1",63.3,56,3460,5.96,5.98,3.78
0.77,"Good","F","VS2",60.3,61,2911,5.89,5.96,3.57
0.71,"Very Good","I","VS1",63.3,58,2198,5.68,5.66,3.59
0.62,"Premium","G","VS1",59.8,58,1933,5.55,5.58,3.33
1.24,"Very Good","G","SI2",60.5,60,6354,6.93,7.01,4.22
0.3,"Ideal","G","VVS1",62.2,57,764,4.3,4.32,2.68
0.71,"Good","J","VS1",63.3,55,1881,5.62,5.66,3.57
0.51,"Ideal","G","VVS1",61.6,56,1933,5.12,5.16,3.17
0.23,"Very Good","E","VVS2",61.8,59,465,3.92,3.95,2.43
0.95,"Fair","G","SI1",66.7,56,2841,6.16,6.03,4.06
2.3,"Premium","I","SI2",61.3,58,11051,8.53,8.46,5.21
0.41,"Premium","E","VVS1",60.7,58,1431,4.86,4.8,2.93
1.51,"Premium","F","SI2",62.7,58,6393,7.33,7.29,4.58
0.32,"Very Good","G","VS2",59.9,57,561,4.47,4.51,2.69
1.12,"Ideal","F","VVS2",62.2,55,10949,6.64,6.68,4.14
0.9,"Good","D","SI2",63.5,62,3425,6.09,6.13,3.88
1,"Very Good","D","VS2",62.6,58,6762,6.31,6.38,3.97
0.7,"Very Good","D","VS1",60.1,60,3208,5.73,5.76,3.45
0.34,"Ideal","H","VS1",62.7,55,765,4.51,4.48,2.82
0.7,"Very Good","E","VS2",62.8,56,2992,5.66,5.68,3.56
1.01,"Ideal","E","VVS2",60,55,9479,6.6,6.56,3.95
1.74,"Premium","I","SI1",58.7,60,11020,7.9,7.84,4.62
0.34,"Premium","F","SI2",60,58,574,4.58,4.55,2.74
0.7,"Premium","G","SI2",60,60,2268,5.69,5.65,3.51
0.51,"Very Good","F","SI1",61.8,57,1374,5.1,5.13,3.16
0.7,"Good","D","SI1",61.3,61,2980,5.63,5.69,3.47
1.55,"Premium","F","VS1",62,60,15966,7.4,7.31,4.56
0.58,"Good","E","VS1",61.5,61.9,2041,5.3,5.34,3.27
1.5,"Premium","J","VVS2",61.8,60,8760,7.36,7.33,4.54
0.33,"Ideal","D","VS2",61.9,53,1002,4.49,4.46,2.77
0.24,"Very Good","E","VVS1",61.7,61,485,3.95,3.99,2.45
0.53,"Ideal","E","VS2",61.8,55,2163,5.21,5.24,3.23
0.39,"Ideal","F","VS2",60,57,1053,4.76,4.7,2.84
0.7,"Very Good","G","I1",63.1,56,1115,5.6,5.51,3.51
0.52,"Premium","G","SI2",61.4,56,1235,5.27,5.18,3.2
0.74,"Very Good","E","SI1",61,58,2929,5.82,5.85,3.56
1,"Fair","G","VS1",64.4,56,5908,6.31,6.26,4.05
0.69,"Good","F","SI1",58.4,61.7,1951,5.75,5.82,3.38
1.25,"Ideal","H","VVS2",60.6,57,8036,7,6.97,4.23
2.01,"Ideal","H","SI1",62.1,55,18295,8.12,8.07,5.03
0.41,"Premium","E","VVS2",60.9,56,1231,4.84,4.78,2.93
1.24,"Ideal","G","VVS2",61.2,56,9788,6.92,6.88,4.22
0.71,"Premium","F","SI1",63,59,2381,5.69,5.62,3.56
1.04,"Ideal","E","SI2",61.4,56,4892,6.56,6.5,4.01
0.4,"Premium","D","VVS2",60.8,59,1263,4.76,4.81,2.91
1.09,"Premium","G","SI1",60.2,60,5402,6.7,6.66,4.02
0.4,"Ideal","F","VVS2",62,56,1015,4.73,4.76,2.94
1.57,"Ideal","J","VS1",62.1,54,9683,7.46,7.49,4.64
0.85,"Ideal","J","VS2",61.7,55,2442,6.08,6.11,3.76
1.08,"Premium","F","SI1",61,59,5487,6.67,6.57,4.04
1.23,"Premium","F","VS2",59.6,58,9016,7.02,6.94,4.16
0.54,"Premium","E","VS2",59.2,58,1754,5.32,5.35,3.16
0.7,"Ideal","F","VVS1",61.7,56,4951,5.68,5.73,3.52
0.41,"Premium","E","SI1",60.1,60,755,4.79,4.83,2.89
1.53,"Premium","E","VS2",61.6,58,16049,7.35,7.32,4.52
0.32,"Ideal","H","VS2",61.3,55,648,4.44,4.4,2.71
0.9,"Fair","H","SI2",65.6,58,3105,6.05,5.95,3.95
0.47,"Ideal","G","VVS1",61.6,56,1421,4.99,5.05,3.09
0.32,"Ideal","G","VS1",60.9,56,645,4.41,4.45,2.7
1.53,"Very Good","F","VS1",63.2,58,11379,7.33,7.3,4.62
0.31,"Ideal","F","VVS1",62,54,840,4.34,4.37,2.7
0.39,"Ideal","G","VVS1",62.4,53.6,1008,4.65,4.7,2.92
1.23,"Ideal","H","I1",61.9,61,3905,6.85,6.79,4.22
0.76,"Ideal","F","SI2",60.3,60,2624,5.86,5.89,3.54
1,"Very Good","D","SI1",63.1,56,5645,6.34,6.3,3.99
1.01,"Premium","E","VS2",59.5,60,5882,6.3,6.24,3.73
0.35,"Premium","I","SI1",62.5,58,606,4.53,4.49,2.82
0.51,"Ideal","D","VS1",61.7,54,1845,5.15,5.12,3.17
0.34,"Ideal","E","VVS1",62.1,57,1014,4.46,4.5,2.78
0.38,"Ideal","E","VS1",62.2,54,1211,4.65,4.63,2.89
0.73,"Ideal","G","VVS2",61,56,3783,5.82,5.86,3.56
1.1,"Premium","H","SI2",58.9,57,4497,6.86,6.82,4.03
0.26,"Good","D","VVS2",63.6,56,724,4.09,4.06,2.59
0.54,"Very Good","H","VS2",62.6,58,1338,5.16,5.19,3.24
0.3,"Ideal","I","VS1",61.4,56,491,4.3,4.33,2.65
1.13,"Premium","H","I1",62.7,59,3480,6.58,6.63,4.14
1.22,"Premium","F","VS2",62,58,8576,6.86,6.89,4.26
1.1,"Ideal","I","VS1",60.8,58,5291,6.68,6.63,4.04
0.7,"Ideal","G","SI2",61.4,57,2232,5.69,5.74,3.51
1.38,"Premium","H","VS1",61,60,7233,7.21,7.16,4.38
1.02,"Premium","G","VS2",62.7,61,5998,6.39,6.34,3.99
0.42,"Very Good","E","SI1",62.8,59,773,4.74,4.78,2.99
1.25,"Premium","J","VS2",59.8,58,3751,7.02,6.96,4.18
0.9,"Very Good","E","VVS2",62,55,6466,6.08,6.17,3.8
0.31,"Premium","E","SI1",58.3,60,698,4.51,4.48,2.62
0.74,"Ideal","G","VS2",61.2,56,3434,5.82,5.85,3.57
1.2,"Ideal","I","SI1",62.5,57,5107,6.77,6.71,4.21
0.54,"Ideal","G","VVS2",61.4,55,1985,5.22,5.3,3.23
0.3,"Premium","I","VVS1",60.5,60,709,4.34,4.32,2.62
1.5,"Premium","J","VVS2",61.8,60,8603,7.33,7.36,4.54
1,"Ideal","F","SI2",61.2,57,4372,6.39,6.48,3.94
1.05,"Very Good","H","SI2",63.8,58,4112,6.38,6.45,4.09
0.7,"Premium","G","SI2",62,60,2087,5.7,5.62,3.51
0.43,"Ideal","E","VVS2",60.8,57,1062,4.87,4.9,2.97
0.4,"Ideal","F","VVS1",61.5,56,1206,4.77,4.73,2.92
0.34,"Ideal","F","VVS2",61,56,1003,4.54,4.57,2.78
1.02,"Very Good","F","SI1",60.2,60,5077,6.55,6.61,3.96
0.41,"Ideal","E","SI1",62.5,55,755,4.73,4.77,2.97
0.74,"Very Good","G","VVS2",61.3,56,3413,5.85,5.9,3.6
1,"Premium","I","VS2",61.6,59,4452,6.47,6.39,3.96
0.7,"Ideal","H","VVS1",62,57,2541,5.66,5.7,3.52
0.61,"Very Good","G","VVS2",62.3,59,2351,5.4,5.45,3.38
1.01,"Good","D","SI2",63.5,61,4457,6.33,6.37,4.03
0.33,"Premium","H","VS1",60.2,62,743,4.47,4.44,2.68
1.05,"Ideal","H","SI2",61.9,56,4586,6.56,6.49,4.04
0.27,"Very Good","G","VS1",61.9,56,439,4.14,4.17,2.57
1.51,"Ideal","G","VS1",62.8,56,13811,7.29,7.24,4.56
1,"Premium","F","VS2",58.7,62,6037,6.6,6.51,3.85
0.3,"Ideal","F","IF",62.2,53,886,4.34,4.38,2.71
0.59,"Ideal","E","VS1",61.6,57,2172,5.35,5.39,3.31
1.02,"Fair","I","SI2",64.5,56,3084,6.28,6.25,4.04
0.32,"Premium","H","VVS2",62.3,58,645,4.33,4.37,2.71
1.49,"Ideal","H","SI1",62.4,56,9132,7.28,7.24,4.53
1.52,"Good","H","SI1",63.6,57,10078,7.3,7.25,4.63
1.71,"Ideal","G","SI1",62.1,56,13196,7.65,7.61,4.74
1.51,"Premium","H","VS2",60.2,60,11540,7.35,7.33,4.42
1.51,"Good","G","SI2",63.7,57,7695,7.28,7.21,4.62
1.09,"Ideal","E","VS2",62.4,55,7978,6.55,6.6,4.1
0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
1.1,"Ideal","G","VS2",60.2,56,6972,6.7,6.74,4.05
0.41,"Premium","G","SI1",61.3,60,719,4.75,4.81,2.93
0.7,"Very Good","H","VS1",60.3,63,2279,5.73,5.77,3.47
0.7,"Ideal","D","SI1",62.3,53,2726,5.7,5.72,3.56
0.33,"Ideal","F","VVS2",61.9,56,1040,4.46,4.42,2.75
0.41,"Ideal","F","VS2",60,56,1107,4.88,4.82,2.91
1.11,"Very Good","E","SI2",62.8,55,4914,6.6,6.62,4.15
0.41,"Ideal","E","VVS2",61.1,56,1243,4.85,4.8,2.95
0.7,"Ideal","E","VS2",62.2,55,3172,5.64,5.67,3.52
0.3,"Ideal","E","VS2",61.6,55,844,4.33,4.31,2.66
1.03,"Ideal","F","VVS2",62.5,56,9254,6.46,6.53,4.06
0.7,"Ideal","D","VS1",62.5,57,3287,5.64,5.68,3.54
0.3,"Good","H","SI1",63.9,55,540,4.27,4.24,2.72
0.3,"Ideal","F","VVS1",62.5,57,814,4.26,4.29,2.67
1.2,"Premium","G","VS1",62.9,59,5975,6.75,6.69,4.23
0.73,"Good","E","VS1",60.8,61,3471,5.77,5.8,3.52
0.32,"Ideal","D","VVS2",61.3,55,867,4.4,4.44,2.71
0.42,"Premium","H","VVS1",62,58,1068,4.79,4.82,2.98
2.31,"Very Good","I","SI2",62.9,58,17062,8.34,8.43,5.27
0.9,"Premium","D","SI2",62.3,58,3740,6.27,6.05,3.84
1.5,"Very Good","D","SI2",59.8,63,9959,7.44,7.38,4.43
0.9,"Ideal","I","SI1",62.3,57,3455,6.12,6.15,3.82
1.07,"Ideal","I","VVS1",62.3,57,6685,6.56,6.6,4.1
0.3,"Ideal","H","SI1",62.9,57,554,4.27,4.22,2.67
0.7,"Ideal","F","VVS2",61.7,58,3644,5.66,5.71,3.51
1.14,"Ideal","E","VVS2",61.6,57,11206,6.68,6.73,4.13
0.31,"Ideal","H","VVS2",62.3,55,802,4.37,4.36,2.72
