"carat","cut","color","clarity","depth","table","price","x","y","z"
0.78,"Premium","G","VS2",60.8,58,2803,6.03,5.95,3.64
0.32,"Premium","I","SI1",61.6,61,540,4.4,4.36,2.7
0.36,"Ideal","E","VS1",62.4,55,1094,4.61,4.59,2.87
0.9,"Very Good","I","VS2",63.3,58,3519,6.07,6.13,3.86
1.01,"Very Good","E","SI1",58.6,58,4766,6.52,6.58,3.84
0.31,"Premium","D","SI1",61.4,58,571,4.34,4.39,2.68
1.3,"Ideal","H","VS2",62.8,56,8124,7.03,6.93,4.38
1.52,"Premium","J","VS1",62.2,59,8426,7.32,7.38,4.57
0.53,"Very Good","I","VS1",61,57,1393,5.22,5.25,3.19
0.33,"Premium","H","IF",62,58,868,4.39,4.42,2.73
1.08,"Ideal","H","SI2",61,57,4536,6.64,6.6,4.04
1.31,"Ideal","H","VS1",62.5,56,8617,6.95,7.03,4.37
1.03,"Ideal","D","SI2",61.2,57,4679,6.51,6.59,4.01
0.91,"Good","G","SI2",62.5,60,3149,6.05,6.08,3.79
1.07,"Ideal","H","VS2",62.1,57,4458,6.53,6.49,4.04
1.05,"Premium","E","SI2",62.2,59,3886,6.51,6.44,4.03
0.31,"Ideal","E","VVS1",62.4,56,1028,4.37,4.35,2.72
0.57,"Ideal","E","SI1",60.8,55,1670,5.39,5.41,3.28
0.39,"Ideal","F","SI1",62.5,55,921,4.68,4.63,2.91
1.22,"Ideal","H","SI2",61.7,56,5602,6.93,6.87,4.26
1.51,"Good","I","VS1",62,56,9569,7.23,7.29,4.5
0.4,"Ideal","G","VVS1",62.4,57,1123,4.74,4.78,2.97
0.44,"Ideal","G","VVS1",61.8,55,1235,4.86,4.91,3.02
0.3,"Ideal","E","VS2",61.7,55,658,4.3,4.32,2.66
1.23,"Premium","D","SI2",62.3,58,6833,6.81,6.78,4.23
0.83,"Very Good","E","SI2",58,62,2799,6.19,6.25,3.61
1.2,"Premium","G","SI2",61.8,60,4524,6.85,6.78,4.21
0.4,"Premium","E","SI1",62.2,58,945,4.74,4.71,2.94
1.39,"Premium","F","SI1",62.1,58,8476,7.1,7.16,4.43
0.37,"Very Good","E","VS1",63.7,56,738,4.54,4.6,2.91
0.43,"Ideal","F","VVS1",62.3,55,1358,4.85,4.88,3.03
0.41,"Ideal","F","VVS2",61.8,55,1044,4.77,4.81,2.96
0.32,"Very Good","H","VVS1",61.7,56,672,4.4,4.43,2.72
0.31,"Premium","I","VS2",62.3,60,435,4.31,4.32,2.69
1.03,"Premium","E","SI1",61.3,60,5101,6.53,6.51,4
0.71,"Fair","F","VS1",57.3,67,2707,5.96,5.76,3.36
0.51,"Very Good","D","SI1",63.5,55,1574,5.09,5.08,3.23
0.36,"Ideal","H","VVS1",62.3,56,1053,4.57,4.54,2.84
2.09,"Very Good","I","SI2",63.1,60,13500,8.04,8.12,5.1
0.42,"Ideal","I","SI1",61,56,914,4.86,4.83,2.96
1.01,"Premium","G","SI1",62.3,59,5139,6.38,6.3,3.95
1.11,"Premium","E","SI2",61,60,4177,6.68,6.66,4.07
0.55,"Premium","H","VS2",60.2,59,1387,5.36,5.24,3.19
0.47,"Ideal","D","VS1",61,55,1617,5.03,5.01,3.06
0.53,"Very Good","D","IF",59.8,60,3827,5.22,5.28,3.14
0.38,"Ideal","H","VVS2",62.1,56,1031,4.64,4.67,2.89
0.7,"Premium","G","SI1",61.8,59,2184,5.68,5.59,3.48
0.9,"Ideal","G","SI2",61.5,57,4032,6.19,6.23,3.82
0.41,"Ideal","D","VS2",61.9,56,1007,4.77,4.8,2.96
0.7,"Very Good","E","VS2",60.2,62,2843,5.71,5.75,3.45
0.38,"Ideal","E","VVS1",62.4,56,1267,4.64,4.67,2.9
0.3,"Premium","E","VVS2",61.3,59,1013,4.32,4.3,2.64
0.33,"Ideal","E","VS1",62.6,57,1002,4.42,4.4,2.76
0.5,"Ideal","H","SI1",62.2,53,1154,5.06,5.14,3.17
0.9,"Premium","H","VS2",62.3,58,3919,6.18,6.09,3.82
0.53,"Premium","D","SI1",61.4,57,1753,5.26,5.2,3.21
1.01,"Very Good","H","SI1",63,60,4559,6.33,6.36,4
1.04,"Very Good","H","VVS2",59.1,60,6166,6.6,6.66,3.92
0.36,"Ideal","D","SI2",62,56,537,4.56,4.6,2.84
0.7,"Good","G","SI1",64,55,2016,5.62,5.59,3.59
0.69,"Very Good","F","VVS2",61.5,60,2993,5.64,5.67,3.48
0.31,"Ideal","H","SI1",61.1,57,464,4.38,4.42,2.69
0.57,"Ideal","F","VVS2",61.5,57,2360,5.36,5.31,3.28
0.32,"Good","H","SI2",63.8,56,517,4.38,4.36,2.79
0.6,"Ideal","E","SI1",61.4,57,1601,5.52,5.46,3.37
1.06,"Very Good","G","VS1",63.4,57,6595,6.48,6.45,4.1
1,"Good","E","SI1",57.6,65,3696,6.47,6.44,3.72
0.72,"Ideal","J","SI1",61.7,56,1853,5.77,5.81,3.57
0.52,"Ideal","F","SI1",61.5,57,1232,5.12,5.16,3.16
0.5,"Very Good","G","SI1",62.8,55,1170,5.03,5.07,3.17
1.05,"Very Good","F","SI1",59.7,60,5666,6.63,6.71,3.98
0.4,"Ideal","E","VVS2",61.4,59,1106,4.71,4.74,2.9
1.25,"Ideal","E","SI1",61.1,57,6468,6.93,6.89,4.22
0.33,"Ideal","E","VVS1",61.2,56,1052,4.51,4.45,2.74
1.17,"Good","D","SI2",60.4,65,5567,6.81,6.77,4.1
1.99,"Premium","G","SI2",59.1,61,11486,8.08,8.05,4.77
1.2,"Ideal","I","SI1",60.3,56,5763,6.87,6.97,4.17
1.77,"Ideal","D","SI2",60.9,53,10051,7.92,7.85,4.8
1.6,"Premium","G","VVS2",60.6,60,16215,7.57,7.51,4.57
3.05,"Premium","E","I1",60.9,58,10453,9.26,9.25,5.66
3.51,"Premium","J","VS2",62.5,59,18701,9.66,9.63,6.03
0.35,"Ideal","E","SI1",61.2,57,614,4.52,4.56,2.78
0.45,"Ideal","I","VS1",62.1,55,825,4.9,4.92,3.05
0.34,"Ideal","G","VVS2",62,55,722,4.47,4.5,2.78
0.9,"Good","G","SI2",63.8,59,3246,6.05,6.02,3.85
1.22,"Very Good","F","VVS2",60.7,62,10719,6.81,6.84,4.14
0.74,"Premium","E","VS1",60,57,3133,5.94,5.89,3.55
0.9,"Premium","H","SI2",59.6,59,3105,6.38,6.24,3.76
1.41,"Very Good","J","VS1",59.4,59,7636,7.34,7.38,4.37
0.41,"Good","F","I1",63.8,57,503,4.69,4.72,3
0.72,"Good","H","SI2",57.9,58,2056,5.98,5.91,3.44
0.41,"Premium","G","VS1",62.5,59,899,4.73,4.77,2.97
0.83,"Ideal","G","VS1",62.1,55,4989,6.02,6.05,3.75
0.7,"Very Good","H","SI2",63.8,59,1807,5.6,5.63,3.58
0.64,"Ideal","G","VVS2",60.7,57,2587,5.58,5.63,3.4
1.02,"Premium","G","SI1",61.7,58,5169,6.47,6.37,3.96
1.18,"Very Good","E","I1",63.3,57,3965,6.7,6.64,4.22
1.2,"Very Good","H","SI1",62.9,56,6019,6.74,6.8,4.26
0.25,"Very Good","E","VVS1",62.9,58,576,4.01,4.03,2.53
0.52,"Very Good","F","VVS1",62,57,2314,5.11,5.15,3.18
0.91,"Very Good","G","SI2",63.2,61,3282,6.27,6.01,3.88
1.04,"Premium","G","SI2",62.6,58,4455,6.49,6.42,4.04
2.02,"Very Good","J","SI2",59.2,60,11757,8.27,8.39,4.91
0.53,"Ideal","I","VS1",62.3,56,1427,5.19,5.23,3.24
0.6,"Good","F","SI1",57.1,61,1599,5.68,5.57,3.21
0.57,"Ideal","G","VVS2",60.7,55,2095,5.34,5.36,3.25
0.71,"Ideal","H","VS2",61.9,55,3189,5.74,5.77,3.56
0.32,"Ideal","G","VVS2",61.4,56,692,4.42,4.44,2.72
1.04,"Ideal","G","VS2",62,59,6286,6.43,6.5,4.01
1.11,"Good","D","SI1",57.8,61,6088,6.83,6.78,3.93
1.53,"Premium","I","VS1",62,57,9877,7.39,7.35,4.57
1.02,"Ideal","F","SI2",62.1,56,4238,6.44,6.41,3.99
0.44,"Ideal","E","VVS2",60.9,57,1274,4.9,4.95,3
0.5,"Premium","E","VS2",60.3,58,1920,5.15,5.13,3.1
0.31,"Premium","E","VVS2",60.4,59,816,4.34,4.37,2.63
0.52,"Good","I","SI1",63.6,60,1073,5.1,5.05,3.23
0.52,"Ideal","H","SI1",62.3,54,1074,5.15,5.18,3.22
0.32,"Premium","E","VVS1",60.5,58,954,4.42,4.47,2.69
0.29,"Very Good","H","VVS2",62.2,54,466,4.23,4.26,2.64
0.77,"Very Good","H","SI2",63.6,58,2129,5.77,5.81,3.68
1.18,"Very Good","E","I1",59.9,63,3219,6.8,6.85,4.09
0.55,"Ideal","E","SI1",61.7,57,1551,5.23,5.27,3.24
0.51,"Ideal","D","VS2",61.9,56,1787,5.11,5.14,3.17
0.23,"Very Good","D","VS2",61.6,58,402,3.96,3.99,2.45
1.08,"Ideal","H","SI1",62.2,57,4333,6.56,6.6,4.09
0.79,"Ideal","E","SI1",60.3,56,3171,5.99,6.05,3.63
1.54,"Premium","G","VS1",61.9,59,13609,7.34,7.37,4.55
0.71,"Very Good","J","VVS1",59.7,58,2218,5.8,5.83,3.47
0.71,"Good","F","SI2",64.1,60,2130,0,0,0
1.19,"Ideal","G","VVS1",61.6,59,10508,6.78,6.79,4.18
0.31,"Ideal","F","IF",62.2,56,874,4.31,4.34,2.69
0.7,"Good","E","SI1",65,57,2038,5.53,5.58,3.61
0.57,"Very Good","J","VS2",63.3,56,1207,5.28,5.24,3.33
1.01,"Ideal","G","VVS2",60.9,56,8029,6.51,6.55,3.98
0.5,"Very Good","G","VS2",60.9,58,1351,5.08,5.1,3.1
0.31,"Ideal","H","SI2",61,56,421,4.36,4.39,2.67
1.18,"Premium","G","SI2",60.5,60,4988,6.88,6.81,4.14
1,"Good","F","VS2",64.2,58,5606,6.32,6.26,4.04
0.32,"Ideal","I","VS2",61.6,56,576,4.39,4.37,2.7
0.34,"Ideal","H","VVS2",60.9,55,652,4.52,4.54,2.75
1.19,"Very Good","G","VVS2",61.8,59,8689,6.75,6.77,4.18
0.5,"Good","E","SI1",64.2,59,1155,5.03,4.97,3.21
0.71,"Premium","F","SI1",62.3,57,2458,5.73,5.66,3.55
0.7,"Premium","F","VS2",62.4,59,2686,5.68,5.64,3.53
0.51,"Very Good","D","VS2",61.1,59,1787,5.12,5.16,3.14
0.4,"Good","F","VVS1",60.6,62,1080,4.71,4.73,2.86
0.4,"Ideal","G","IF",61.1,58,1229,4.72,4.74,2.89
1.59,"Premium","E","VS2",62.3,59,15111,7.38,7.43,4.61
0.56,"Very Good","E","VVS2",60.7,57,2442,5.31,5.36,3.24
1.01,"Ideal","I","SI1",60.3,58,4641,6.5,6.56,3.94
0.9,"Premium","H","SI1",61.9,58,3629,6.2,6.15,3.82
0.34,"Premium","F","VS2",59.2,60,880,4.6,4.56,2.71
1.01,"Good","F","SI1",61.6,63,4816,6.42,6.47,3.97
1.01,"Premium","D","SI1",62.3,60,5939,6.4,6.35,3.97
1.7,"Premium","F","SI2",58.5,60,9330,7.87,7.8,4.58
0.32,"Very Good","G","VVS2",62,55,730,4.39,4.42,2.73
0.25,"Very Good","E","VVS2",63.2,59,548,3.98,4,2.52
0.23,"Very Good","E","VVS1",60.9,58,530,3.95,3.96,2.41
0.32,"Premium","G","VS1",59.2,59,645,4.45,4.47,2.64
1.11,"Ideal","H","SI1",61.6,56,5854,6.69,6.73,4.07
0.43,"Ideal","H","VS1",61.2,56,850,4.87,4.9,2.99
0.91,"Ideal","E","VS2",62.1,55,4077,6.17,6.14,3.82
0.36,"Premium","D","VS2",61,58,852,4.59,4.62,2.81
0.3,"Very Good","E","VVS2",60,55,837,4.36,4.41,2.63
0.34,"Ideal","E","VS2",62,56,829,4.48,4.46,2.77
0.56,"Very Good","H","SI2",62,63,956,5.26,5.21,3.27
0.38,"Ideal","E","VVS2",62.2,56,1100,4.58,4.65,2.87
1.02,"Very Good","D","SI1",62.7,57,5839,6.42,6.5,4.05
0.53,"Ideal","F","VVS1",61.6,56,2896,5.18,5.24,3.21
1.25,"Ideal","I","SI2",62,57,5259,6.85,6.92,4.27
0.91,"Good","H","SI1",58.2,59,3855,6.36,6.4,3.71
1.65,"Premium","F","SI2",60.5,61,9693,7.7,7.65,4.64
1,"Good","J","SI1",63.9,60,3679,6.26,6.19,3.98
0.41,"Very Good","F","VS2",62.6,58,863,4.75,4.81,2.99
0.5,"Very Good","E","SI1",62.6,56,1222,5.06,5.07,3.17
1.51,"Ideal","D","SI1",61.9,57,11942,7.42,7.35,4.57
1.17,"Ideal","D","SI2",62.7,57,5842,6.7,6.72,4.21
0.33,"Ideal","D","VS2",61.1,56,822,4.5,4.54,2.76
0.72,"Premium","I","SI1",60.8,58,1858,5.83,5.78,3.53
0.23,"Premium","E","VVS1",61.3,60,680,4.01,3.95,2.44
0.3,"Ideal","H","VS2",60.7,57,608,4.37,4.33,2.64
1.29,"Very Good","I","VS2",62.8,58,6166,6.89,6.93,4.34
1.09,"Ideal","D","SI2",62.4,57,5364,6.55,6.6,4.1
0.33,"Ideal","F","VVS2",62.4,55,750,4.43,4.45,2.77
1.02,"Premium","G","SI1",62.3,59,4633,6.4,6.44,4
1.5,"Fair","G","SI2",64.7,55,7972,7.16,7.13,4.62
0.63,"Ideal","E","VVS2",61.6,57,2697,5.52,5.49,3.39
2.01,"Good","J","VS1",63.7,59,11526,7.93,7.86,5.03
1.01,"Ideal","F","SI1",62.3,57,4829,6.4,6.44,4
0.33,"Very Good","G","VS2",62.6,56,579,4.38,4.41,2.75
1.21,"Ideal","E","VS2",60.3,60,9449,6.92,6.88,4.16
1.56,"Good","H","SI2",59.2,59,7554,7.46,7.54,4.44
1.46,"Premium","D","SI2",62,55,8683,7.32,7.23,4.51
0.34,"Ideal","D","SI2",61.4,56,481,4.5,4.55,2.78
1.07,"Premium","H","SI1",62.1,58,5055,6.56,6.49,4.05
0.38,"Ideal","G","VS1",60.8,56,1069,4.71,4.66,2.85
0.31,"Premium","E","VVS2",61.3,60,1046,4.35,4.33,2.66
0.7,"Fair","G","VS1",65.6,60,2384,5.57,5.5,3.63
0.38,"Ideal","F","VVS1",61.5,56,1120,4.68,4.71,2.88
1.53,"Ideal","I","VS1",62.9,57,7968,7.36,7.3,4.61
0.36,"Premium","G","SI2",59.3,59,473,4.62,4.66,2.75
1.21,"Ideal","F","SI2",61.8,57,5996,6.82,6.87,4.23
0.32,"Ideal","G","VS2",62.1,55,673,4.36,4.39,2.71
0.6,"Ideal","E","SI1",61.4,58,1749,5.44,5.47,3.35
1.06,"Premium","F","SI2",62.4,58,4452,6.54,6.5,4.07
0.76,"Premium","E","VS2",60.5,56,3447,5.98,5.95,3.61
0.7,"Premium","F","SI2",61.5,58,2043,5.74,5.67,3.51
0.61,"Premium","D","SI2",60.8,57,1308,5.48,5.4,3.31
1.23,"Very Good","J","VS2",62.9,58,5217,6.75,6.83,4.27
1.27,"Ideal","J","VS1",62,57,5008,6.96,6.92,4.3
0.34,"Premium","H","VS2",62.6,60,537,4.42,4.46,2.78
0.38,"Ideal","E","VS2",61.7,55,1112,4.68,4.66,2.88
1.04,"Ideal","G","VS1",61.5,56,7294,6.53,6.57,4.03
0.7,"Premium","F","VS2",61.2,59,2459,5.73,5.68,3.49
0.38,"Very Good","G","VS1",61.9,54,693,4.65,4.69,2.89
1.57,"Ideal","J","VS1",62.1,54,9683,7.46,7.49,4.64
1,"Premium","F","SI2",58.2,59,4480,6.51,6.49,3.78
0.28,"Ideal","E","VVS2",60.3,57,646,4.21,4.25,2.55
1.07,"Premium","F","SI2",62,58,4700,6.57,6.52,4.06
0.58,"Good","E","SI1",59.3,64,1336,5.48,5.42,3.23
0.4,"Good","G","VS2",59.6,63,816,4.77,4.81,2.85
0.3,"Ideal","E","VS2",62,56,844,4.34,4.3,2.68
0.32,"Very Good","G","SI1",62,55,477,4.41,4.43,2.74
0.33,"Ideal","I","VS1",61.7,55,573,4.44,4.47,2.75
0.39,"Ideal","G","IF",61.6,56,1201,4.69,4.73,2.9
0.52,"Ideal","D","SI1",61.8,56,1605,5.18,5.15,3.19
0.4,"Premium","F","VS1",61.4,58,1050,4.75,4.73,2.91
0.57,"Good","F","SI2",61.9,57.7,1280,5.32,5.34,3.3
0.4,"Premium","G","SI1",61.6,59,900,4.72,4.66,2.89
1.53,"Ideal","I","SI1",62.3,56,9315,7.37,7.4,4.6
1.37,"Very Good","J","SI2",60.7,60,5063,7.07,7.19,4.33
1.52,"Ideal","G","VS2",61.4,56,14692,7.39,7.47,4.56
1.76,"Ideal","I","SI2",61.2,55,9714,7.79,7.76,4.76
0.3,"Very Good","F","VS2",62.9,57,605,4.27,4.29,2.69
0.36,"Premium","F","VS1",60.7,58,1013,4.62,4.57,2.79
0.32,"Good","E","SI1",63.1,54,524,4.37,4.41,2.77
1.1,"Premium","G","VS2",59.4,60,7022,6.78,6.72,4.01
0.71,"Very Good","D","VS1",62.5,58,3333,5.68,5.71,3.56
0.9,"Very Good","F","SI2",62,59,3977,6.2,6.1,3.81
0.54,"Good","E","SI2",63.8,54,1163,5.17,5.18,3.3
1.03,"Premium","H","SI1",59.5,58,5134,6.64,6.58,3.93
0.59,"Very Good","J","VS2",61.9,58,1287,5.35,5.38,3.32
0.24,"Very Good","G","VVS2",62,57,449,4,4.03,2.49
0.4,"Ideal","H","VS1",61.8,56,1035,4.78,4.74,2.94
1.06,"Ideal","I","SI2",62.8,55,3146,6.51,6.46,4.07
0.43,"Premium","D","SI1",61.2,58,830,4.83,4.87,2.97
0.77,"Very Good","J","VVS1",62.8,58,2532,5.78,5.84,3.65
0.54,"Very Good","D","SI1",60.3,61,1650,5.26,5.29,3.18
0.71,"Very Good","J","VS1",62.4,58,2061,5.67,5.7,3.55
0.31,"Very Good","D","SI1",61.1,57,571,4.35,4.36,2.66
1.2,"Premium","G","VVS2",62.4,56,8870,6.74,6.68,4.19
0.4,"Very Good","E","VS1",62.8,59,1053,4.63,4.67,2.92
1,"Premium","G","SI2",62.5,59,3136,6.41,6.33,3.98
0.42,"Ideal","H","SI1",62.4,57,700,4.76,4.79,2.98
0.54,"Ideal","G","SI1",59.6,59,1574,5.34,5.3,3.17
0.41,"Ideal","H","VS1",61.6,57,829,4.77,4.81,2.95
0.75,"Ideal","F","VS2",62.5,57,2893,5.78,5.83,3.63
0.7,"Premium","F","VS1",59,59,2874,5.79,5.77,3.41
1.24,"Ideal","G","VS1",61.5,56,8830,6.92,6.97,4.27
0.66,"Premium","E","SI1",61.1,56,1708,5.68,5.62,3.45
0.3,"Ideal","E","VVS2",62,55,721,4.31,4.34,2.68
0.4,"Premium","E","SI1",61.3,59,945,4.74,4.69,2.89
1.41,"Very Good","H","SI1",62.9,57,7956,7.04,7.08,4.44
2.01,"Very Good","J","SI2",59.3,63,8949,8.28,8.22,4.89
1.5,"Premium","D","SI2",61.9,58,8649,7.34,7.27,4.52
0.5,"Good","H","SI1",64.5,58,1017,4.97,4.99,3.21
0.51,"Good","F","SI1",63.6,58,1308,5.05,5.08,3.22
1.5,"Premium","E","VS1",59.5,61,17143,7.46,7.43,4.43
0.41,"Ideal","G","SI1",61.9,54,759,4.77,4.82,2.97
0.27,"Very Good","G","VVS1",62.5,56,566,4.14,4.16,2.59
0.91,"Very Good","G","SI2",62,59,3238,6.19,6.22,3.85
1,"Ideal","J","VS1",62.3,56,4032,6.43,6.38,3.99
1.01,"Premium","H","SI1",60.5,58,4578,6.47,6.39,3.89
1.13,"Ideal","H","SI2",61,60,4535,6.73,6.69,4.09
0.41,"Very Good","F","VVS1",62.7,59,1186,4.75,4.78,2.99
1.45,"Very Good","I","IF",60.6,61,9683,7.32,7.41,4.46
0.43,"Ideal","H","VS1",61.2,55,1329,4.87,4.9,2.99
0.7,"Very Good","F","SI2",56.9,62,2177,5.87,5.9,3.35
1.12,"Premium","G","I1",60.3,60,3017,6.75,6.69,4.05
0.84,"Very Good","G","SI2",62.9,55,2584,5.99,6.12,3.8
1.09,"Very Good","D","IF",61.7,58,18231,6.55,6.65,4.07
0.3,"Premium","H","VVS1",62.5,59,878,4.29,4.26,2.67
0.3,"Ideal","F","SI1",62.3,53.9,499,4.28,4.31,2.68
1.01,"Premium","F","SI2",62.7,56,4197,6.4,6.35,4
0.91,"Premium","D","VS2",62.7,59,4637,6.16,6.13,3.85
0.7,"Very Good","I","SI2",58.8,60,1876,5.8,5.83,3.42
1.61,"Ideal","H","VS2",61.8,56,13873,7.48,7.52,4.63
0.32,"Premium","H","VVS2",62.3,58,645,4.33,4.37,2.71
1.52,"Ideal","I","SI2",60.2,57,7661,7.47,7.38,4.47
2.01,"Premium","I","SI2",62.9,58,14444,8.05,8,5.05
0.5,"Ideal","F","SI2",62,58,1095,5.08,5.11,3.16
1.4,"Very Good","I","SI1",61.3,59,7644,7.19,7.23,4.42
0.4,"Good","E","SI1",63.8,56,882,4.74,4.7,3.01
1.21,"Premium","J","SI1",59.7,60,4574,6.93,6.9,4.13
1.08,"Ideal","I","SI1",62.1,59,4521,6.57,6.53,4.07
1.02,"Very Good","D","VS2",62.7,58,6974,6.35,6.44,4.01
1.02,"Ideal","G","VVS2",61.1,57,7898,6.48,6.51,3.97
0.31,"Premium","G","SI2",60.3,59,408,4.35,4.37,2.63
0.52,"Ideal","E","SI2",60.9,56,1232,5.2,5.23,3.17
0.51,"Premium","G","SI1",62,59,1053,5.12,5.1,3.17
0.24,"Ideal","G","VVS1",62.1,56,559,3.97,4,2.47
0.38,"Very Good","G","SI1",62.4,59,666,4.59,4.64,2.88
0.6,"Ideal","G","IF",62,55,2570,5.39,5.44,3.36
1.58,"Ideal","I","SI2",60.9,59,9973,7.48,7.55,4.58
0.34,"Premium","F","VS2",62.6,58,686,4.46,4.49,2.8
1.2,"Good","J","VS2",63.7,58,4548,6.68,6.61,4.23
1.01,"Ideal","H","SI1",61.2,58,4943,6.42,6.49,3.95
0.35,"Premium","H","SI2",62,58,551,4.5,4.47,2.78
0.3,"Ideal","D","VS2",61.4,55,710,4.32,4.34,2.66
0.33,"Premium","G","VVS2",61.7,58,752,4.39,4.42,2.72
0.75,"Very Good","E","VVS1",62.3,57,4889,5.73,5.83,3.6
0.4,"Premium","F","SI1",62.5,59,945,4.71,4.67,2.93
0.7,"Good","H","SI2",64.2,58,1697,5.56,5.6,3.58
0.99,"Ideal","F","SI1",62.8,57,5728,6.3,6.38,3.98
1.74,"Premium","F","I1",59.9,58,6821,7.88,7.82,4.7
0.48,"Ideal","J","VS1",62.2,54,861,5.01,5.06,3.13
1.01,"Premium","J","VVS2",62.7,59,3897,6.46,6.39,4.03
0.24,"Very Good","D","VVS2",61.5,61,485,4.02,4.04,2.48
0.25,"Very Good","F","VVS2",63,57,548,3.98,4.08,2.54
0.58,"Premium","G","VVS2",59.7,59,2095,5.45,5.4,3.24
1.23,"Very Good","G","SI2",63.4,58,5550,6.8,6.77,4.3
0.38,"Premium","F","SI1",62,58,838,4.63,4.6,2.86
0.35,"Ideal","E","VS2",62.1,56,767,4.52,4.53,2.81
0.35,"Ideal","E","VVS1",60.7,57,1044,4.53,4.57,2.76
0.35,"Very Good","G","VS2",60.2,60,658,4.54,4.6,2.75
0.71,"Very Good","E","SI1",59.3,59,2590,5.83,5.87,3.47
0.7,"Ideal","H","SI1",61.4,57,2383,5.73,5.7,3.51
0.4,"Ideal","E","SI2",61.8,55.2,679,4.75,4.77,2.94
0.5,"Ideal","I","VS1",62.2,55,1282,5.07,5.11,3.16
1.46,"Premium","I","SI2",62.4,59,5519,7.21,7.16,4.49
1.35,"Premium","H","SI1",62.4,58,7673,7.03,6.95,4.36
0.66,"Good","G","VS2",58.1,59.9,2101,5.68,5.72,3.31
1.01,"Good","G","VS2",57.5,62,5701,6.58,6.53,3.77
1.09,"Premium","H","VS1",60.2,61,5951,6.7,6.66,4.02
0.33,"Premium","F","VS2",60.1,58,666,4.45,4.47,2.68
1.56,"Ideal","I","VS1",61.2,59,10399,7.43,7.5,4.57
0.32,"Ideal","E","VS2",61.1,56,846,4.46,4.48,2.73
0.41,"Ideal","F","SI2",61.6,54,612,4.78,4.8,2.95
0.32,"Ideal","D","VS2",62.4,57,758,4.34,4.38,2.72
1.01,"Premium","G","SI1",62.3,60,4395,6.31,6.25,3.91
1.51,"Good","I","VS1",64,60,8975,7.1,7.19,4.57
0.92,"Very Good","D","SI2",60.2,61,3057,6.27,6.32,3.79
1.51,"Very Good","E","SI2",62.8,59,9058,7.24,7.31,4.57
0.39,"Ideal","E","VVS1",60.8,58,1183,4.72,4.76,2.88
1.01,"Very Good","G","SI2",61,58,4249,6.43,6.48,3.94
1.22,"Ideal","E","VS1",61.8,56,10823,6.84,6.88,4.24
0.32,"Premium","F","SI1",59.3,58,684,4.5,4.47,2.66
0.32,"Ideal","D","SI1",62,55,589,4.37,4.47,2.74
0.36,"Premium","F","SI1",60.3,58,770,4.65,4.6,2.79
1.05,"Ideal","E","VVS2",62.4,56,8982,6.49,6.52,4.06
0.5,"Very Good","E","SI1",61.9,53,1331,5.14,5.16,3.19
0.66,"Very Good","H","VS1",61.6,58.1,1978,5.54,5.58,3.42
1.52,"Premium","E","SI1",62.4,59,10767,7.34,7.37,4.59
0.31,"Ideal","I","VVS1",62.1,54,511,4.34,4.39,2.71
1.2,"Very Good","G","VS2",63.3,57,6580,6.69,6.64,4.22
0.67,"Ideal","G","IF",61.6,55,3271,5.61,5.65,3.47
0.53,"Ideal","F","VS2",61.8,55,1753,5.23,5.19,3.22
1,"Fair","F","VS1",65.3,56,5833,6.28,6.25,4.09
0.26,"Very Good","D","VS1",63.3,57,420,4.03,4.06,2.56
0.32,"Ideal","H","IF",60.9,56,842,4.41,4.42,2.69
0.51,"Premium","E","SI1",62.8,61,1443,5.07,5.06,3.18
1.09,"Ideal","H","SI1",62.3,55,5125,6.58,6.61,4.11
1.01,"Good","G","SI1",63.6,57,4588,6.33,6.37,4.04
0.43,"Good","E","SI2",63.6,55,669,4.8,4.83,3.06
0.3,"Premium","H","VS2",62.5,59,473,4.23,4.28,2.66
0.91,"Premium","H","VS2",62.3,57,3963,6.22,6.13,3.85
0.4,"Very Good","E","VVS1",62.9,56,1191,4.67,4.71,2.95
1,"Very Good","I","VS1",60.8,59,5557,6.39,6.44,3.9
0.42,"Very Good","F","SI1",63.1,56,926,4.82,4.79,3.03
0.71,"Very Good","J","VS1",63.3,55,1981,5.66,5.62,3.57
1.72,"Ideal","G","SI2",62.8,59,10268,7.62,7.55,4.76
1,"Good","I","SI1",64.3,57,3360,6.29,6.25,4.03
0.45,"Good","G","IF",59.6,61,1437,5,5.04,2.99
1.01,"Ideal","E","I1",62,57,3450,6.41,6.37,3.96
0.36,"Premium","G","SI1",61.8,60,689,4.57,4.53,2.81
1.09,"Ideal","F","VS2",60.9,54,7385,6.66,6.73,4.08
1.04,"Premium","E","SI2",61.6,58,3914,6.52,6.45,3.99
0.3,"Ideal","F","VS2",62.7,57,776,4.31,4.27,2.69
0.55,"Ideal","G","VS2",60.1,55,1634,5.33,5.37,3.22
2.07,"Good","I","VS2",64.1,57,15119,8.07,8,5.15
0.71,"Ideal","G","SI1",61.7,56,2518,5.74,5.77,3.55
1.04,"Premium","G","SI1",59.2,61,4811,6.68,6.63,3.94
0.47,"Ideal","J","VVS2",62.1,54.5,953,4.97,4.99,3.09
0.5,"Ideal","F","VVS2",62,56,2016,5.08,5.05,3.14
0.32,"Premium","G","VS2",62,59,720,4.41,4.37,2.72
0.59,"Premium","D","SI2",62.6,61,1590,5.33,5.27,3.32
0.9,"Ideal","E","VS2",62.1,57,4419,6.15,6.18,3.83
