EMP_Id,Gender,Age_at_recruitment,Education_Level,Marital_Status_at_recruitment,Have_Children_at_recruitment,Work_Location,Office_Distance,Prior_Experience,No_of_Previous Employers,Interview result,Final test results, Initial Salary ,Direct_Indirect,Department,Religion,Meal Apply,JOB Grade,Last/Current Salary,Age,Marital_Status,Have_Children,Leaving Reason, Service Months ,Status_2021
1914026,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,21,0,0,4,5,17500,DIRECT,PRODUCTION,HINDUISM,YES,D,18500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,4,Inactive
1914031,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,22,0,0,5,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,18500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,4,Inactive
1914036,F,42,Secondary,MARRIED,HAVE CHILDREN,TLD,25,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,42,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914050,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,24,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914052,F,24,Secondary,MARRIED,HAVE CHILDREN,TLD,29,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,24,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914057,F,28,Secondary,MARRIED,HAVE CHILDREN,TLD,30,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,28,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914061,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,27,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914077,F,41,Secondary,MARRIED,HAVE CHILDREN,TLD,28,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914079,F,31,Secondary,MARRIED,HAVE CHILDREN,TLD,21,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,31,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914090,F,37,Secondary,MARRIED,HAVE CHILDREN,TLD,23,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,37,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914098,F,34,Secondary,MARRIED,HAVE CHILDREN,TLD,25,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,34,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914106,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,26,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1914124,F,21,Secondary,SINGLE,NO CHILDEREN,TLD,28,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,20500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
1914127,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,29,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914129,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,30,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,1,Inactive
1914130,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,20,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914136,F,23,Secondary,SINGLE,NO CHILDEREN,TLD,21,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,23,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914166,F,20,Secondary,SINGLE,NO CHILDEREN,TLD,22,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914199,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,25,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914211,F,21,Secondary,SINGLE,NO CHILDEREN,TLD,24,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914222,F,45,Secondary,MARRIED,HAVE CHILDREN,TLD,29,0,0,4,5,20700,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20700,45,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914228,F,35,Secondary,MARRIED,HAVE CHILDREN,TLD,30,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,35,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914240,F,20,Secondary,SINGLE,NO CHILDEREN,TLD,27,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914243,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,28,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914246,M,19,Secondary,SINGLE,NO CHILDEREN,TLD,21,0,0,5,5,20500,INDIRECT,CUTTING,HINDUISM,YES,D,20500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914258,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,23,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,21000,18,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,5,Inactive
1914270,F,21,O/L,SINGLE,NO CHILDEREN,TLD,25,0,0,3,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,B,27000,21,SINGLE,NO CHILDEREN, -   ,6,Active
1914279,F,20,O/L,SINGLE,NO CHILDEREN,TLD,26,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,20,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
1914280,F,18,O/L,SINGLE,NO CHILDEREN,TLD,28,0,0,5,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,C,26500,18,SINGLE,NO CHILDEREN, -   ,3,Active
1914282,F,24,Secondary,MARRIED,HAVE CHILDREN,TLD,29,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,24,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914309,F,19,O/L,SINGLE,NO CHILDEREN,TLD,30,0,0,3,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,B,27000,19,SINGLE,NO CHILDEREN, -   ,6,Active
1914312,F,20,O/L,SINGLE,NO CHILDEREN,TLD,20,0,0,5,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,C,26500,20,SINGLE,NO CHILDEREN, -   ,4,Active
1914317,F,19,O/L,SINGLE,NO CHILDEREN,TLD,21,0,0,5,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,C,26500,19,SINGLE,NO CHILDEREN, -   ,4,Active
1914338,F,26,O/L,SINGLE,NO CHILDEREN,TLD,22,3,3,3,4,24150,DIRECT,PRODUCTION,HINDUISM,YES,C,24650,26,SINGLE,NO CHILDEREN,TRASFER TO ANOTHER LOCATION,4,Inactive
1914340,F,37,O/L,MARRIED,HAVE CHILDREN,TLD,25,14,4,3,4,24700,DIRECT,PRODUCTION,HINDUISM,YES,C,25200,37,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),3,Inactive
1914343,F,22,Secondary,SINGLE,NO CHILDEREN,TLD,24,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,20500,22,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
1914345,F,21,O/L,SINGLE,NO CHILDEREN,TLD,29,0,0,4,3,26000,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,B,27000,21,SINGLE,NO CHILDEREN, -   ,6,Active
1914352,F,24,Secondary,MARRIED,HAVE CHILDREN,TLD,30,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,24,MARRIED,HAVE CHILDREN,DUE TO PREGNANCY,1,Inactive
1914357,F,22,O/L,MARRIED,HAVE CHILDREN,TLD,27,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,22,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914360,F,24,Secondary,MARRIED,HAVE CHILDREN,TLD,28,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,24,MARRIED,HAVE CHILDREN,WORK RELATED ISSUE,1,Inactive
1914361,F,26,Secondary,MARRIED,HAVE CHILDREN,TLD,21,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,26,MARRIED,HAVE CHILDREN,FAMILY RESTRICTION,1,Inactive
1914364,F,20,O/L,SINGLE,NO CHILDEREN,TLD,23,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,20,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914367,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,25,0,0,2,2,28500,DIRECT,PRODUCTION,HINDUISM,YES,A,31500,19,SINGLE,NO CHILDEREN, -   ,9,Active
1914374,F,23,O/L,SINGLE,NO CHILDEREN,TLD,26,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,23,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
1914375,F,25,Secondary,MARRIED,HAVE CHILDREN,TLD,28,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,25,MARRIED,HAVE CHILDREN,BETTER WORK OPPORTUNITY,3,Inactive
1914387,F,19,O/L,SINGLE,NO CHILDEREN,TLD,29,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),6,Inactive
1914391,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,30,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,21000,18,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,5,Inactive
1914392,F,19,Secondary,MARRIED,NO CHILDEREN,TLD,20,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,19,MARRIED,NO CHILDEREN,TRASFER TO ANOTHER LOCATION,3,Inactive
1914407,F,24,O/L,MARRIED,HAVE CHILDREN,TLD,21,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,24,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914413,F,19,O/L,SINGLE,NO CHILDEREN,TLD,22,0,0,5,4,24000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),5,Inactive
1914416,F,28,O/L,MARRIED,HAVE CHILDREN,TLD,25,5,2,4,4,24250,DIRECT,PRODUCTION,CHRISTIANITY,YES,C,25750,29,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),12,Inactive
1914422,F,38,O/L,MARRIED,HAVE CHILDREN,TLD,24,16,4,3,3,26800,DIRECT,PRODUCTION,BUDDHISM,YES,B,27800,38,MARRIED,HAVE CHILDREN, -   ,2,Active
1914431,F,21,O/L,MARRIED,NO CHILDEREN,TLD,29,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,25500,22,MARRIED,NO CHILDEREN, -   ,8,Active
1914433,F,34,Secondary,MARRIED,HAVE CHILDREN,TLD,30,0,0,4,5,20500,INDIRECT,FINISHING,HINDUISM,YES,D,20500,34,MARRIED,HAVE CHILDREN, -   ,5,Active
1914442,M,18,Secondary,SINGLE,NO CHILDEREN,TLD,27,0,0,3,4,24000,DIRECT,PRODUCTION,ISLAM,YES,B,25000,18,SINGLE,NO CHILDEREN,MEDICAL REASON,2,Inactive
1914446,F,21,Secondary,SINGLE,NO CHILDEREN,TLD,28,0,0,5,5,20500,DIRECT,PRODUCTION,CHRISTIANITY,YES,D,20500,21,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,2,Inactive
1914454,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,21,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,17,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914455,F,44,O/L,SINGLE,NO CHILDEREN,TLD,23,21,6,4,4,25050,DIRECT,PRODUCTION,HINDUISM,YES,C,25550,44,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,4,Inactive
1914456,F,19,Secondary,MARRIED,NO CHILDEREN,TLD,25,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,19,MARRIED,NO CHILDEREN,FAMILY RESTRICTION,1,Inactive
1914461,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,26,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,22000,18,SINGLE,NO CHILDEREN,HIGHER EDUCATION,6,Inactive
1914468,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,28,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,21000,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),4,Inactive
1914469,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,29,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,C,22000,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),7,Inactive
1914486,F,35,O/L,MARRIED,HAVE CHILDREN,TLD,30,13,4,3,3,26650,DIRECT,PRODUCTION,BUDDHISM,YES,B,28650,36,MARRIED,HAVE CHILDREN, -   ,8,Active
1914529,F,21,Secondary,MARRIED,NO CHILDEREN,TLD,20,3,1,4,5,20650,DIRECT,PRODUCTION,BUDDHISM,YES,C,22150,22,MARRIED,NO CHILDEREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,9,Inactive
1914533,F,19,O/L,SINGLE,NO CHILDEREN,TLD,21,0,0,4,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,B,27000,19,SINGLE,NO CHILDEREN, -   ,4,Active
1914543,F,25,O/L,MARRIED,HAVE CHILDREN,TLD,22,3,1,1,1,30150,DIRECT,PRODUCTION,BUDDHISM,YES,A,32150,25,MARRIED,HAVE CHILDREN, -   ,2,Active
1914546,F,20,Secondary,MARRIED,NO CHILDEREN,TLD,25,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,20,MARRIED,NO CHILDEREN,FAMILY RESTRICTION,2,Inactive
1914555,F,19,O/L,SINGLE,NO CHILDEREN,TLD,24,0,0,5,4,24000,DIRECT,PRODUCTION,CHRISTIANITY,YES,C,24500,19,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,3,Inactive
1914557,F,19,O/L,SINGLE,NO CHILDEREN,TLD,29,0,0,3,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,B,28000,20,SINGLE,NO CHILDEREN, -   ,9,Active
1914565,F,25,O/L,SINGLE,NO CHILDEREN,TLD,30,0,0,4,4,24000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,25,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,3,Inactive
1914568,F,20,O/L,MARRIED,NO CHILDEREN,TLD,27,0,0,5,4,24000,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,C,24500,20,MARRIED,NO CHILDEREN,DUE TO POOR PERFORMANCE,2,Inactive
1914570,F,27,O/L,MARRIED,HAVE CHILDREN,TLD,28,4,2,3,4,24200,DIRECT,PRODUCTION,BUDDHISM,YES,C,24700,27,MARRIED,HAVE CHILDREN,FAMILY RESTRICTION,3,Inactive
1914574,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,21,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,HIGHER EDUCATION,1,Inactive
1914590,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,23,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,C,21000,17,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,1,Inactive
1914594,F,26,O/L,MARRIED,HAVE CHILDREN,TLD,25,3,1,3,3,26150,DIRECT,PRODUCTION,HINDUISM,YES,C,27650,27,MARRIED,HAVE CHILDREN, -   ,5,Active
1914607,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,26,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,22000,18,MARRIED,NO CHILDEREN,DUE TO MARRIAGE,6,Inactive
1914610,F,36,O/L,MARRIED,HAVE CHILDREN,TLD,28,13,4,3,3,26650,DIRECT,PRODUCTION,HINDUISM,YES,C,28150,37,MARRIED,HAVE CHILDREN, -   ,4,Active
1914616,F,25,Secondary,MARRIED,HAVE CHILDREN,TLD,29,0,0,4,5,20500,INDIRECT,BONDING,BUDDHISM,YES,D,21500,26,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),5,Inactive
1914629,F,20,O/L,MARRIED,NO CHILDEREN,TLD,30,0,0,5,4,24000,INDIRECT,FINISHING,BUDDHISM,YES,C,25500,21,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,8,Inactive
1914634,F,22,O/L,MARRIED,HAVE CHILDREN,TLD,20,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,25500,23,MARRIED,HAVE CHILDREN,TRASFER TO ANOTHER LOCATION,6,Inactive
1914643,F,21,A/L,SINGLE,NO CHILDEREN,TLD,21,0,0,4,5,20500,INDIRECT,WAREHOUSE,BUDDHISM,YES,D,21500,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),6,Inactive
1914655,F,21,Secondary,SINGLE,NO CHILDEREN,TLD,22,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,21,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,1,Inactive
1914661,F,36,Secondary,MARRIED,HAVE CHILDREN,TLD,25,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,36,MARRIED,HAVE CHILDREN,MEDICAL REASON,2,Inactive
1914686,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,24,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,21500,18,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,2,Inactive
1914702,F,20,O/L,MARRIED,NO CHILDEREN,TLD,29,0,0,3,3,26000,DIRECT,PRODUCTION,BUDDHISM,YES,B,28000,21,MARRIED,NO CHILDEREN, -   ,2,Active
1914718,F,35,Secondary,MARRIED,HAVE CHILDREN,TLD,30,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,21500,36,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914722,F,26,Secondary,SINGLE,NO CHILDEREN,TLD,27,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,21500,27,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),3,Inactive
1914736,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,28,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,1,Inactive
1914744,F,28,O/L,MARRIED,HAVE CHILDREN,TLD,21,6,2,3,3,26300,DIRECT,PRODUCTION,HINDUISM,YES,B,27300,28,MARRIED,HAVE CHILDREN, -   ,2,Active
1914750,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,23,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,CHRISTIANITY,YES,D,20500,19,SINGLE,NO CHILDEREN,MEDICAL REASON,2,Inactive
1914764,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,25,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,19,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,1,Inactive
1914765,F,17,Secondary,SINGLE,NO CHILDEREN,TLD,26,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,17,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914788,M,27,O/L,MARRIED,HAVE CHILDREN,TAL,28,5,2,3,3,26250,DIRECT,PRODUCTION,BUDDHISM,YES,B,27250,27,MARRIED,HAVE CHILDREN, -   ,3,Active
1914790,M,19,Secondary,SINGLE,NO CHILDEREN,TAL,29,0,0,5,5,20500,INDIRECT,CUTTING,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,1,Inactive
1914803,F,23,O/L,SINGLE,NO CHILDEREN,TAL,30,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,23,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),3,Inactive
1914823,F,21,Secondary,SINGLE,NO CHILDEREN,TAL,20,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,21,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,1,Inactive
1914830,F,20,Secondary,SINGLE,NO CHILDEREN,TAL,21,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,1,Inactive
1914837,F,37,Secondary,MARRIED,HAVE CHILDREN,TAL,22,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,37,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),2,Inactive
1914864,F,21,O/L,SINGLE,NO CHILDEREN,TAL,25,0,0,4,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,21,SINGLE,NO CHILDEREN,MEDICAL REASON,3,Inactive
1914881,F,27,O/L,SINGLE,NO CHILDEREN,TAL,24,4,1,3,4,24200,DIRECT,PRODUCTION,BUDDHISM,YES,C,24700,27,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,1,Inactive
1914887,F,18,Secondary,SINGLE,NO CHILDEREN,TAL,29,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,21000,18,SINGLE,NO CHILDEREN,MEDICAL REASON,3,Inactive
1914894,F,40,Secondary,MARRIED,HAVE CHILDREN,TAL,30,2,2,5,5,20600,DIRECT,PRODUCTION,HINDUISM,YES,D,20600,40,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),2,Inactive
1914914,F,18,Secondary,SINGLE,NO CHILDEREN,TAL,27,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,18,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,3,Inactive
1914920,F,18,Secondary,SINGLE,NO CHILDEREN,TAL,28,0,0,5,5,20500,INDIRECT,FINISHING,HINDUISM,YES,C,21000,18,SINGLE,NO CHILDEREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,2,Inactive
1914951,F,35,Secondary,MARRIED,HAVE CHILDREN,TAL,21,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,35,MARRIED,HAVE CHILDREN,MEDICAL REASON,1,Inactive
1914954,F,23,Secondary,SINGLE,NO CHILDEREN,TAL,23,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,23,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,1,Inactive
1914967,F,24,Secondary,SINGLE,NO CHILDEREN,TAL,25,0,0,5,5,20500,INDIRECT,CUTTING,BUDDHISM,YES,D,20500,24,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,2,Inactive
1914974,F,29,Secondary,MARRIED,HAVE CHILDREN,TAL,26,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,29,MARRIED,HAVE CHILDREN,FAMILY RESTRICTION,1,Inactive
1914987,F,22,Secondary,SINGLE,NO CHILDEREN,TAL,28,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,ISLAM,YES,D,20500,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1915076,F,26,Secondary,MARRIED,HAVE CHILDREN,TAL,29,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,26,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
219674,F,35,O/L,MARRIED,HAVE CHILDREN,TAL,30,15,4,1,1,26750,DIRECT,PRODUCTION,BUDDHISM,YES,A,32750,37,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,33,Inactive
219753,F,18,Secondary,SINGLE,NO CHILDEREN,TAL,20,0,0,5,5,15500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,C,16000,18,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
219754,M,19,Secondary,SINGLE,NO CHILDEREN,TAL,21,0,0,5,5,15500,DIRECT,PRODUCTION,BUDDHISM,YES,D,15500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),5,Inactive
219757,F,20,O/L,SINGLE,NO CHILDEREN,TAL,22,0,0,2,1,26000,DIRECT,PRODUCTION,ISLAM,YES,A+,33500,22,SINGLE,NO CHILDEREN,MEDICAL REASON,30,Inactive
219758,F,19,O/L,SINGLE,NO CHILDEREN,TAL,25,0,0,3,3,23000,DIRECT,PRODUCTION,HINDUISM,YES,B,28000,21,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,22,Inactive
219780,F,24,O/L,MARRIED,HAVE CHILDREN,TAL,24,0,0,5,4,20000,DIRECT,PRODUCTION,HINDUISM,YES,C,20500,24,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),5,Inactive
219792,F,22,O/L,MARRIED,HAVE CHILDREN,TAL,29,2,2,2,1,26100,INDIRECT,CUTTING,BUDDHISM,YES,A+,30600,23,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),13,Inactive
219815,F,19,O/L,SINGLE,NO CHILDEREN,TAL,30,0,0,4,4,20000,DIRECT,PRODUCTION,BUDDHISM,YES,C,21500,20,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,6,Inactive
